taxpayer_type,mailing_city,mailing_province,province,city_municipality,barangay,property_type,class_code,zoning_classification,land_use,unit_no,lot_area_sqm,market_value,assessment_level,assessed_value,tax_rate,tax_amount,assessment_year,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment,due_month,due_quarter,log_market_value,log_assessed_value,log_outstanding_balance
Individual,City of Davao,Davao Del Sur,Davao Del Norte,City of Panabo,Southern Davao,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,259,1785400.4,0.2,357080.08,0.0132,4713.46,2021,14,8,2,1,45.5,3078.28,44.15,0,12.0,4.0,14.3951538218651,12.785718149821042,8.032451082406268
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Digos,Igpit,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,120,1264881.58,0.45,569196.71,0.0169,9619.42,2024,8,8,3,1,60.0,6411.82,35.14,1,3.0,1.0,14.05048985370113,13.251983121999299,8.766054390768048
Company,Sulop,Davao Del Sur,Davao Del Sur,City of Davao,Crossing Bayabas,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,477,1746635.84,0.4,698654.34,0.0164,11457.93,2024,12,8,1,1,29.5,7229.07,63.76,0,9.0,3.0,14.373202691147435,13.456912823791486,8.886003996986993
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Manambulan,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,616,3272385.95,0.2,654477.19,0.0128,8377.31,2023,3,4,2,1,62.4,5772.74,26.75,1,9.0,3.0,15.001030230714939,13.391593540629422,8.661075329766696
Company,Matanao,Davao Del Sur,Davao Del Sur,City of Davao,Mintal,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1634,16694799.69,0.5,8347399.84,0.0184,153592.16,2022,16,8,2,0,16.5,56191.1,79.63,0,3.0,1.0,16.630607892983747,15.9374607717237,10.93653145660596
Individual,Kapalong,Davao Del Norte,Davao Del Sur,City of Davao,Carmen,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,211,1100516.86,0.2,220103.37,0.0144,3169.49,2021,15,8,3,1,54.7,2359.47,45.87,1,9.0,3.0,13.91129140880379,12.301857121928993,7.766616030733793
Individual,Mabini,Davao De Oro,Davao Del Sur,City of Davao,Mulig,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,587,2878826.92,0.2,575765.38,0.0104,5987.96,2024,7,8,1,1,38.3,3372.73,68.21,0,6.0,2.0,14.872893797054235,13.263457267126267,8.123774236193116
Individual,Bansalan,Davao Del Sur,Davao Del Sur,City of Davao,Ubalde,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,235,1368952.27,0.2,273790.45,0.0106,2902.18,2022,2,2,1,1,39.8,1232.99,57.58,1,6.0,2.0,14.12955696928332,12.520121964175788,7.118008100704783
Individual,City of Davao,Davao Del Sur,Davao De Oro,Pantukan,Araibo,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,139,596481.9,0.2,119296.38,0.0138,1646.29,2024,7,6,1,0,16.6,198.12,81.8,0,9.0,3.0,13.298805852883714,11.689374646403108,5.293907658059337
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Los Amigos,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,201,1106918.82,0.2,221383.76,0.0121,2678.74,2023,16,8,2,1,54.7,1822.81,49.37,0,9.0,3.0,13.917091779076628,12.30765746219911,7.508682998541886
Company,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Catalunan Pequeño,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,626,8059101.78,0.5,4029550.89,0.0169,68099.41,2024,15,8,1,1,34.7,37019.77,80.64,0,9.0,3.0,15.90231279066868,15.209165734192018,10.519234385478981
Individual,Lupon,Davao Oriental,Davao Del Sur,City of Davao,Wilfredo Aquino,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,316,1677980.57,0.2,335596.11,0.0111,3725.12,2022,15,8,2,1,41.0,2703.52,57.27,0,6.0,2.0,14.333102182635503,12.723666642095916,7.902679726366409
Company,Jose Abad Santos,Davao Occidental,Davao Del Sur,City of Davao,Bago Aplaya,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,206,692837.38,0.2,138567.48,0.011,1524.24,2024,4,4,1,1,28.7,872.12,36.73,1,3.0,1.0,13.4485520330793,11.839119922847349,6.772073003437922
Company,Bansalan,Davao Del Sur,Davao Del Sur,City of Davao,Tagurano,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,102,2596421.07,0.5,1298210.53,0.0146,18953.87,2023,14,8,2,1,47.9,12905.85,48.62,1,6.0,2.0,14.769644928336414,14.076498129070334,9.465513457166974
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,Matanao,New Visayas,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1559,2284126.3,0.4,913650.52,0.0124,11329.27,2022,4,4,2,1,59.9,6593.64,22.19,1,12.0,4.0,14.641494583756533,13.725204508588117,8.794012476853313
Company,City of Davao,Davao Del Sur,Davao Del Norte,Asuncion,Doña Andrea,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1944,19702880.78,0.5,9851440.39,0.0161,158608.19,2023,15,8,2,1,34.8,107376.91,48.08,0,3.0,1.0,16.796275466258596,16.10312833645265,11.584109760199881
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Saloy,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,128,599653.4,0.2,119930.68,0.0134,1607.07,2021,16,8,2,1,30.0,871.39,66.15,0,6.0,2.0,13.304108768246556,11.694677526299087,6.771236571629958
Individual,Laak,Davao De Oro,Davao Del Sur,City of Davao,Acacia,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,382,1327029.25,0.2,265405.85,0.0102,2707.14,2022,3,2,2,1,58.1,1407.93,16.59,1,,,14.09845410883448,12.489019210645134,7.25058583004
Company,City of Davao,Davao Del Sur,Davao Oriental,Lupon,Mahayahay,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,988,875965.86,0.4,350386.34,0.0113,3959.37,2024,20,8,2,1,45.7,2118.35,40.12,0,3.0,1.0,13.683083538152689,12.766794507254678,7.658864716879926
Company,City of Davao,Davao Del Sur,Davao Oriental,City of Mati,Sanghay,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,772,1741285.41,0.2,348257.08,0.0111,3865.65,2024,12,8,2,1,32.9,2115.87,55.38,0,12.0,4.0,14.37013471412315,12.760699093095797,7.657693861597
Company,City of Tagum,Davao Del Norte,Davao Del Sur,City of Davao,Barangay 34-D (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,222,1156495.31,0.2,231299.06,0.0114,2636.81,2021,1,1,1,0,30.2,754.82,49.55,1,9.0,3.0,13.960905569987062,12.351471107622869,6.627803252592266
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Digos,San Agustin,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,326,4316408.55,0.5,2158204.27,0.0165,35610.37,2021,16,8,1,0,21.6,12015.79,75.47,0,6.0,2.0,15.27793449196116,14.584787540758478,9.3940601175152
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 5-A (Pob.),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4380,2533104.67,0.4,1013241.87,0.0108,10943.01,2021,4,3,2,1,60.8,6980.58,37.91,1,3.0,1.0,14.744956645444896,13.828666507702906,8.851030531172144
Company,City of Davao,Davao Del Sur,Davao Del Norte,New Corella,Macgum,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,460,8590824.59,0.5,4295412.29,0.0161,69156.14,2021,4,4,1,0,21.8,11426.7,90.12,0,6.0,2.0,15.966205399935825,15.273058334615088,9.343795511693527
Company,New Bataan,Davao De Oro,Davao Del Norte,Carmen,Cebulano,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,652,3656164.97,0.4,1462465.99,0.0144,21059.51,2021,17,8,4,2,80.0,22498.46,7.28,1,9.0,3.0,15.111925607134099,14.19563528689325,10.021246587904507
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bantol,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,68,511585.46,0.2,102317.09,0.0122,1248.27,2024,13,8,4,2,69.9,1543.53,5.0,1,6.0,2.0,13.14527188234754,11.535841769151208,7.342474935931733
Individual,Monkayo,Davao De Oro,Davao De Oro,Laak,Naga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,142,1097777.64,0.2,219555.53,0.0117,2568.8,2023,4,5,1,1,27.5,1621.6,66.2,0,3.0,1.0,13.908799277812625,12.299365018202991,7.391785079960965
Individual,Kiblawan,Davao Del Sur,Davao Del Sur,City of Davao,Panalum,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,268,1697325.28,0.2,339465.06,0.0131,4446.99,2023,16,8,5,1,92.3,3775.53,6.52,1,12.0,4.0,14.344564794444592,12.73512925043858,8.236560877585315
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 39-D (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,197,1467088.92,0.2,293417.78,0.0108,3168.91,2023,13,8,3,1,52.7,2184.98,34.61,0,6.0,2.0,14.198791350406838,12.58935615082254,7.689819519563798
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Gov. Paciano Bangoy,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,333,2005153.29,0.2,401030.66,0.0128,5133.19,2022,4,4,2,0,23.7,2153.78,49.35,0,12.0,4.0,14.511231568380559,12.901795655790567,7.675443909159443
Company,City of Davao,Davao Del Sur,Davao Del Sur,Hagonoy,San Isidro,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,280,4307594.66,0.5,2153797.33,0.0162,34891.52,2023,9,8,4,2,99.4,39792.83,5.0,1,6.0,2.0,15.275890454914766,14.58274350650286,10.591467154129264
Individual,Matanao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 37-D (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,148,961124.09,0.2,192224.82,0.0143,2748.81,2021,18,8,1,1,29.9,1460.07,75.16,0,,,13.775859845974743,12.166426105725591,7.286924322991712
Individual,Sulop,Davao Del Sur,Davao Del Sur,City of Davao,Tigatto,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,111,888221.27,0.2,177644.25,0.0123,2185.02,2023,9,8,3,1,42.8,1443.85,26.83,1,12.0,4.0,13.696977294707528,12.087543863123793,7.27576078892992
Company,Lupon,Davao Oriental,Davao Oriental,City of Mati,Mayo,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,499,7853871.54,0.5,3926935.77,0.0153,60082.12,2024,6,7,2,1,28.8,33257.43,51.95,0,12.0,4.0,15.876517285315119,15.183370232080888,10.412063547784316
Individual,City of Mati,Davao Oriental,Davao Del Sur,Sulop,Harada Butai,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,159,741903.38,0.2,148380.68,0.0133,1973.46,2021,17,8,3,2,74.0,2198.47,5.0,1,9.0,3.0,13.516975645920805,11.90754315196005,7.695971701232241
Company,Lupon,Davao Oriental,Davao Del Sur,Sulop,Poblacion,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,421,3032741.13,0.4,1213096.45,0.016,19409.54,2023,14,8,5,1,62.4,15830.87,7.74,1,3.0,1.0,14.924977761625264,14.008687522704209,9.669780276030902
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Lubogan,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,154,384933.98,0.2,76986.8,0.0116,893.05,2024,10,8,2,1,45.5,479.46,42.99,0,,,12.860829715890679,11.25140224672419,6.174743978327049
Individual,City of Davao,Davao Del Sur,Davao Oriental,Caraga,Pichon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,246,1017590.04,0.2,203518.01,0.0141,2869.6,2022,18,8,2,1,31.9,2010.8,67.1,0,12.0,4.0,13.832948666497783,12.22351469473527,7.606785122700238
Individual,Lupon,Davao Oriental,Davao Oriental,Caraga,Santa Fe,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,90,448317.09,0.2,89663.42,0.0115,1031.13,2022,9,8,4,2,93.7,1095.92,5.0,1,,,13.013258281771954,11.403829313839884,7.000261531453727
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Talandang,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,795,10146704.41,0.5,5073352.21,0.019,96393.69,2023,16,8,2,1,47.1,65094.55,38.92,1,6.0,2.0,16.132659620613502,15.43951253959325,11.083611469485449
Individual,Cateel,Davao Oriental,Davao Del Sur,City of Davao,Binugao,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,234,1051155.48,0.2,210231.1,0.0137,2880.17,2021,18,8,1,0,22.2,946.82,82.01,0,,,13.865401525551054,12.255967437468883,6.854164610809061
Company,Banaybanay,Davao Oriental,Davao De Oro,Mawab,Bawani,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,235,1984181.81,0.5,992090.91,0.0155,15377.41,2021,7,7,1,1,45.7,8484.3,52.06,0,12.0,4.0,14.500717704719227,13.807571033184828,9.046090533554791
Individual,San Isidro,Davao Oriental,Davao Del Sur,Matanao,Kibao,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,143,966319.54,0.2,193263.91,0.0109,2106.58,2022,7,8,1,0,22.4,641.67,78.95,0,6.0,2.0,13.781250880100098,12.171817117419122,6.465631373210922
Individual,Kiblawan,Davao Del Sur,Davao Del Norte,Island Garden City of Samal,Tambo,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,227,1694349.71,0.2,338869.94,0.0142,4811.95,2021,9,8,2,1,46.6,3023.98,36.49,0,12.0,4.0,14.342810163462815,12.73337460591031,8.014659758872837
Individual,City of Davao,Davao Del Sur,Davao Del Norte,Asuncion,Doña Andrea,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,269,829957.08,0.2,165991.42,0.0113,1875.7,2023,13,8,2,1,49.0,1013.71,51.3,0,6.0,2.0,13.629130472473213,12.019697403645507,6.9223581363660704
Company,Pantukan,Davao De Oro,Davao Del Norte,City of Panabo,San Roque,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,432,10006815.62,0.5,5003407.81,0.0156,78053.16,2021,8,7,2,1,28.4,47959.84,65.66,0,9.0,3.0,16.118777080732304,15.425630000104235,10.778140123583569
Individual,City of Davao,Davao Del Sur,Davao De Oro,Monkayo,Salvacion,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,192,341188.64,0.2,68237.73,0.0118,805.21,2022,4,4,2,1,72.3,487.21,28.02,1,9.0,3.0,12.74019373071547,11.130767571206915,6.190745641157517
Individual,Magsaysay,Davao Del Sur,Davao Del Sur,Sulop,Tanwalang,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3402,6477395.15,0.4,2590958.06,0.0128,33164.26,2022,18,8,3,1,50.3,21886.15,36.23,1,9.0,3.0,15.683829158869967,14.76753865857032,9.993654985603888
Individual,Bansalan,Davao Del Sur,Davao Del Sur,City of Davao,Tawan-tawan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,151,1292928.3,0.2,258585.66,0.0128,3309.9,2022,12,8,1,1,27.4,1502.84,64.93,0,6.0,2.0,14.072420977218052,12.462986158529148,7.315777115871991
Individual,Padada,Davao Del Sur,Davao Del Sur,City of Davao,Toril (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,305,2205224.13,0.2,441044.83,0.0131,5777.69,2024,6,5,1,1,31.2,2685.26,72.18,0,6.0,2.0,14.606340161424498,12.996904071931867,7.895905170611495
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Panacan,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,974,5303735.6,0.4,2121494.24,0.013,27579.43,2022,15,8,1,1,29.8,16532.06,72.02,0,12.0,4.0,15.483922148981222,14.567631699926501,9.713117291650185
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 20-B (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,212,1087654.91,0.2,217530.98,0.0106,2305.83,2021,13,8,5,1,73.2,2365.49,8.65,1,12.0,4.0,13.899535397186364,12.290101153185125,7.769163123687681
Individual,Sulop,Davao Del Sur,Davao Del Sur,City of Davao,Cadalian,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,83,581340.39,0.2,116268.08,0.0133,1546.37,2021,16,8,5,1,87.1,1437.2,5.0,1,6.0,2.0,13.273093453631873,11.663662439014164,7.271147610668394
Company,Maco,Davao De Oro,Davao Del Sur,Kiblawan,Kimlawis,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 10D,115,1921935.21,0.25,480483.8,0.0136,6534.58,2022,15,8,2,0,19.3,2520.88,74.92,0,6.0,2.0,14.468843678575539,13.082550873177247,7.832759934108145
Company,Maco,Davao De Oro,Davao Del Sur,City of Davao,Alejandra Navarro (Lasang),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,609,10528670.12,0.5,5264335.06,0.0178,93705.16,2021,6,5,2,1,44.3,50621.38,41.38,1,9.0,3.0,16.16961267671614,15.47646559113494,10.832149049983183
Individual,Santa Maria,Davao Occidental,Davao Del Norte,New Corella,San Roque,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,230,1099966.07,0.2,219993.21,0.0108,2375.93,2024,10,8,1,0,16.7,536.44,79.11,0,6.0,2.0,13.91079080095686,12.301356506806352,6.2868171258639824
Company,City of Davao,Davao Del Sur,Davao Del Sur,Padada,"Don Sergio Osmeña, Sr.",Residential,RES-01,Residential Zone,Single Detached Housing,N/A,171,916924.43,0.2,183384.89,0.0142,2604.07,2023,5,4,1,1,47.8,1490.51,50.76,0,3.0,1.0,13.728781428411816,12.119347900185042,7.307544308592066
Individual,Monkayo,Davao De Oro,Davao Oriental,City of Mati,Langka,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,678,1707978.27,0.2,341595.65,0.0113,3860.03,2021,13,8,3,1,48.2,2385.79,38.22,0,12.0,4.0,14.350821516254657,12.741385934056895,7.777704645929078
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Bunawan (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,231,2369617.26,0.2,473923.45,0.014,6634.93,2023,16,8,2,1,57.1,4603.44,40.7,0,12.0,4.0,14.678239428407911,13.068803199787913,8.434776334345715
Individual,Magsaysay,Davao Del Sur,Davao Oriental,City of Mati,Sainz,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 24A,42,552611.45,0.25,138152.86,0.0117,1616.39,2024,21,8,3,1,74.3,1251.48,24.53,1,9.0,3.0,13.222412221076508,11.836123270605457,7.132880864767657
Company,City of Davao,Davao Del Sur,Davao Del Norte,Kapalong,Maniki,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,643,10702610.67,0.5,5351305.33,0.0149,79734.45,2022,8,7,1,1,49.6,41998.73,49.54,0,6.0,2.0,16.18599835095755,15.492851262898387,10.645418468673414
Company,City of Davao,Davao Del Sur,Davao Oriental,City of Mati,"Don Salvador Lopez, Sr.",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,488,2131622.98,0.2,426324.6,0.0104,4433.78,2022,6,5,2,1,46.6,3144.03,34.61,1,6.0,2.0,14.572394679106921,12.962958652557125,8.05357870803976
Company,City of Davao,Davao Del Sur,Davao Oriental,Governor Generoso,Tandang Sora,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,516,1297427.52,0.4,518971.01,0.0151,7836.46,2024,18,8,1,0,16.3,1453.11,87.55,0,6.0,2.0,14.075894801945873,13.15960523005788,7.282149308601906
Company,City of Mati,Davao Oriental,Davao Del Sur,Matanao,  San Miguel ,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,555,9321628.76,0.5,4660814.38,0.0163,75971.27,2024,6,5,2,1,57.2,47690.61,45.28,1,6.0,2.0,16.04784803832712,15.354700965044547,10.772510770420475
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Matina Crossing,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,115,698041.34,0.2,139608.27,0.0132,1842.83,2022,16,8,3,1,48.6,1244.26,36.96,1,3.0,1.0,13.456035038930613,11.846602871117222,7.127099622437109
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Cabantian,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,171,1364946.72,0.2,272989.34,0.0112,3057.48,2021,6,7,2,1,55.3,1947.25,50.19,0,12.0,4.0,14.126626685501419,12.517191688925662,7.57468681272367
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,Matanao,Lower Marber,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,702,2489216.73,0.2,497843.35,0.0109,5426.49,2024,8,8,1,0,21.8,1009.03,94.26,0,3.0,1.0,14.7274790544222,13.118042756951994,6.917735312364478
Individual,Santo Tomas,Davao Del Norte,Davao Del Norte,Kapalong,Florida,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,141,691461.73,0.2,138292.35,0.0135,1866.95,2022,4,5,2,1,50.3,944.89,50.35,0,9.0,3.0,13.44656453130978,11.83713243262115,6.852126283221176
Company,Magsaysay,Davao Del Sur,Davao Oriental,City of Mati,Mayo,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,482,7732164.83,0.5,3866082.42,0.0178,68816.27,2024,14,8,3,2,86.4,71769.91,9.98,1,,,15.860899566312652,15.167752516375867,11.181234519736238
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Communal,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,245,4869718.03,0.5,2434859.02,0.0168,40905.63,2021,14,8,3,1,50.5,28947.81,42.11,1,9.0,3.0,15.398546799349232,14.705399826193428,10.273284376802234
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tibungco,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,96,534175.02,0.2,106835.0,0.0113,1207.24,2024,13,8,1,1,38.5,584.98,64.42,0,6.0,2.0,13.188480689095957,11.579050227361671,6.373285659301748
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Talomo (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,286,6460793.12,0.5,3230396.56,0.017,54916.74,2021,7,8,2,1,25.2,31982.64,58.03,0,3.0,1.0,15.68126279699623,14.988115771216007,10.372979801049022
Company,City of Davao,Davao Del Sur,Davao Occidental,Jose Abad Santos,Meybio,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1882,20261678.4,0.5,10130839.2,0.0187,189446.69,2023,9,8,2,1,39.5,133917.67,51.69,0,9.0,3.0,16.82424194574824,16.131094814542546,11.804987954371716
